name,link,cost for 2,cuisines,ratings,reviews,address,lat,lon
"greenyard restaurant Restaurant, Old Goa",https://www.zomato.com/goa/greenyard-restaurant-old-goa,600,Goan,3.2,16," Rua Direita, Velha Goa, Old Goa, Goa",15.2887607747,73.9819651097
"hobles raj restaurant bar Restaurant, Panaji",https://www.zomato.com/goa/hobles-raj-restaurant-and-bar-panaji,300,"North Indian, Chinese, Seafood",3.3,9," Old Patto Bridge, Vrindavan Chamber, Panaji, Goa",15.6234291415,73.8570653647
"susegado conexao Restaurant, Margao",https://www.zomato.com/goa/susegado-conexao-margao,300,Goan,-,," Shop G 23, Ferreira Garden, Phase 1, Gogol, Margao, Goa",15.4943394236,73.8307807222
"azur goa marriott resort spa Restaurant, Panaji",https://www.zomato.com/goa/az-u-r-goa-marriott-resort-and-spa-panaji,"1,000","Cafe, Finger Food",4.0,76," Goa Marriott Resort And Spa, Miramar Beach, Panaji, Goa",15.4978882262,73.8356469199
"happy panda beach shack Restaurant, Calangute",https://www.zomato.com/goa/happy-panda-beach-shack-2-calangute,500,"Seafood, Goan, North Indian, Chinese",-,," Calangute Beach, Calangute, Goa",15.5291731413,73.7598017603
"indian handi Restaurant, Candolim",https://www.zomato.com/goa/indian-handi-candolim,800,"North Indian, Goan, Chinese",2.3,55," Fort Aguada Road, Near Kingfisher Villa, Candolim, Goa",15.3985297928,73.8109833375
"chilli pistols Restaurant, Candolim",https://www.zomato.com/goa/chilli-pistols-candolim,800,"Continental, North Indian, Chinese, Goan",3.6,87," 284, Bamonwaddo, Bardez-Goa, Candolim, Goa",15.3483920725,73.9241863042
"inferno Restaurant, Candolim",https://www.zomato.com/goa/inferno-candolim,"1,000","Italian, Continental",4.0,193," Murrod Waddo, Candolim Beach Road, Candolim, Goa",15.2656369482,74.0442926064
"white balcao Restaurant, Panaji",https://www.zomato.com/goa/the-white-balcao-panaji,300,"Cafe, Fast Food",-,," 4/162/1, Near Bookwom Trust, Fontainhas, Panjim, Panaji, Goa",15.5051132629,73.9139131084
"naturals ice cream Restaurant, Panaji",https://www.zomato.com/goa/naturals-ice-cream-1-panaji,150,"Ice Cream, Desserts",3.7,40," Shop 5, Edcon Incrocio, Panjim, Panaji, Goa",15.5460527289,73.7576821446
"food farm Restaurant, Majorda",https://www.zomato.com/goa/food-farm-majorda,300,"Chinese, North Indian",-,," Kasali Road, Majorda Beach Road, Majorda, Goa",15.5182829662,73.7654639035
"gawins restaurant pub Restaurant, Majorda",https://www.zomato.com/goa/gawins-restaurant-pub-majorda,800,"Chinese, Continental, Goan, North Indian",3.4,22," NH 17, Bypass, Verna Cansaulim Road, Verna, Goa",15.2785721285,73.9311114326
"roys corner family restaurant bar Restaurant, Mapusa",https://www.zomato.com/goa/roys-corner-family-restaurant-bar-mapusa,"1,000","Bar Food, Goan, North Indian, Continental, Seafood",-,," Mapusa - Bicholim Road, Indira Nagar, Tivim, Mapusa, Goa",15.5748761377,73.7646005675
"poppys laxmi family bar restaurant Restaurant, Margao",https://www.zomato.com/goa/poppys-laxmi-family-bar-restaurant-margao,500,"Goan, Chinese, North Indian",NEW,," Chandor Guirdolim, Near Railway Gate, Antoni, Margao, Goa",15.5033140543,73.7713114545
"peep kitchen Restaurant, Panaji",https://www.zomato.com/goa/peep-kitchen-panaji,900,"Seafood, Goan, North Indian, Asian",4.4,738," Risara Luxury, Near Taliegao Community Centre, Taliegao Market Road, Panaji, Goa",15.4865333944,73.8092901930
"moonlight tibetan restaurant bar Restaurant, Vagator",https://www.zomato.com/goa/moonlight-tibetan-restaurant-and-bar-vagator,950,"Seafood, Tibetan, Fast Food, Chinese, Beverages",-,," Vagator Beach Road, Vagator, Goa",15.5081326931,73.7697839364
"royal relish Restaurant, Baga",https://www.zomato.com/goa/royal-relish-baga,500,"Continental, Italian, North Indian, Chinese",3.4,12," Near Santiago Hotel, Calangute-Baga Road, Khobra Waddo, Baga, Goa",15.5416480000,73.7619690000
"sabeena bakers Restaurant, Vasco",https://www.zomato.com/goa/sabeena-bakers-vasco,150,Bakery,-,," Shop 18, Commerce Centre, Mormugao, Vasco, Goa",15.5967690861,73.7354328856
"chachas halal corner Restaurant, Calangute",https://www.zomato.com/goa/chachas-halal-corner-calangute,500,"Fast Food, North Indian, Malwani",2.8,9," 5/196 B, 20, Ward 5, Umta Vaddo, Calangute, Goa",15.2880625304,73.9819413051
"hill side restaurant Restaurant, Anjuna",https://www.zomato.com/goa/hill-side-restaurant-anjuna,700,Goan,-,," Arpora, Anjuna, Goa",15.5680610000,73.8329210000
"baked fusion Restaurant, Benaulim",https://www.zomato.com/goa/baked-fusion-benaulim,500,"Bakery, Desserts, Fast Food",NEW,," Menezes Road, Aquem, Benaulim, Goa",15.4475178974,73.8540066406
"bawarchi biryani Restaurant, Porvorim",https://www.zomato.com/goa/bawarchi-biryani-porvorim,600,"North Indian, Chinese, Mughlai, Biryani",3.4,41," Trijaikanth Bearing Building, Pilerne, Near O' Coqueiro Circle, Porvorim, Goa",15.5538752405,73.7582786009
"seamans nest restaurant Restaurant, Margao",https://www.zomato.com/goa/seamans-nest-restaurant-margao,"1,000","Goan, Street Food, Seafood",3.9,85," Ferry Road, Assolna, Margao, Goa",15.3504703518,73.9223211631
"banyan tree restaurant Restaurant, Bambolim",https://www.zomato.com/goa/banyan-tree-restaurant-bambolim,"1,500","North Indian, Chinese, Goan, Continental",3.1,7," Bambolim Beach Resort, Near Medical College, Bambolim, Goa",15.4700651312,73.8262259960
"kitchen @ pinto rosario square Restaurant, Bardez",https://www.zomato.com/goa/the-kitchen-@-pinto-rosario-square-bardez,700,"North Indian, Chinese, Salad, Juices, Beverages",-,," House 99/1, Vaddem Socorro, Bardez, Goa",15.4970927879,73.8225453347
"uncle tillys Restaurant, Calangute",https://www.zomato.com/goa/uncle-tillys-calangute,500,"Pizza, Fast Food, Beverages",-,," Resorte De Tio Carmino, Opposite St. Anthony's Chapel, Gauravaddo, Calangute, Goa",15.5458957459,73.7647262961
"hotel satyam Restaurant, Calangute",https://www.zomato.com/goa/hotel-satyam-calangute,200,North Indian,-,," Opposite Shantadurga Temple, Calangute, Goa",15.5314563516,73.8244654611
"margao khana khazana bar restaurant Restaurant, Colva",https://www.zomato.com/goa/the-margao-khana-khazana-bar-restaurant-colva,500,"Goan, North Indian, Chinese, Seafood",-,," 109/24, Ward 6, Per-Seraulim, Salcete, South Goa, Colva, Goa",15.2795940000,73.9376140000
"twisted tiffin Restaurant, Verna",https://www.zomato.com/goa/twisted-tiffin-verna,450,"North Indian, Chinese, Fast Food, Goan",3.4,16," GIDC Building, Verna Industrial Estate, Verna, Goa",15.2856857658,73.9785238355
"top notch Restaurant, Vasco",https://www.zomato.com/goa/top-notch-vasco,800,"North Indian, Chinese, Goan, Seafood",3.1,5," Pereira Chambers, P.E. Jose Vaz Road, Vasco, Goa",15.5890073049,73.8111432642
"hotel shantadurga deluxe restaurant Restaurant, Mapusa",https://www.zomato.com/goa/hotel-shantadurga-deluxe-restaurant-mapusa,200,South Indian,-,," Shop 109, Municipal Market, Mapusa, Goa",15.3979340598,73.8126791641
"khimaj maa fast food  Restaurant, Margao",https://www.zomato.com/goa/khimaj-maa-fast-food-margao,100,Fast Food,NEW,," Shop 14, B Block, Felecina Commercial Building, Margao, Goa",15.4983822235,73.8349019364
"rabbani Restaurant, Vasco",https://www.zomato.com/goa/rabbani-vasco,300,"North Indian, Chinese",3.3,8," Near Municipal Garden, Baina, Morgugao, Vasco, Goa",15.3909962143,73.8109008595
"tulip Restaurant, Panaji",https://www.zomato.com/goa/tulip-panaji,600,"North Indian, Chinese, Goan",3.3,9," Near Patto Bridge, Panaji, Goa",15.2772250543,73.9162063971
"leda Restaurant, Colva",https://www.zomato.com/goa/leda-colva,"1,000","Continental, Seafood",4.1,224," Skylark Resort, 4th ward, Colva Beach, Colva, Goa",15.3696100000,73.9349500000
"vrindavan sweet mart  Restaurant, Margao",https://www.zomato.com/goa/vrindavan-sweet-mart-margao,100,Mithai,NEW,," Shop 4, Ground Floor, Gogol Childern Park Road, Margao, Goa",15.2859519363,73.9790525660
"adarsh niwas Restaurant, Mapusa",https://www.zomato.com/goa/adarsh-niwas-mapusa,500,"Seafood, Goan, North Indian",-,," Xavier Complex, Near Mapusa Industrial Estate, Mapusa, Goa",15.5906161991,73.8113424182
"backbay Restaurant, Cavelossim",https://www.zomato.com/goa/backbay-cavelossim,"1,000","Chinese, Continental, Goan, Seafood, North Indian",-,," Goenche Bhat, Confetti Hall Road, Velim, Cavelossim, Goa",15.5456890191,73.7622123957
"goas ark Restaurant, Anjuna",https://www.zomato.com/goa/goas-ark-anjuna,"1,100","Mediterranean, Middle Eastern",3.9,68," 882 Mazal Vaddo, Near Post Office, Anjuna, Goa",15.1684415969,73.9837367088
"fishland Restaurant, Margao",https://www.zomato.com/goa/fishland-margao,700,"Continental, Goan, North Indian, Chinese",3.5,58," 3rd Ward, Opposite Sam's Cottages, Colva, Margao, Goa",15.5836305614,73.7478739768
"raj rupas home kitchen Restaurant, Calangute",https://www.zomato.com/goa/raj-rupas-home-kitchen-calangute,250,Bengali,-,," Opposite Jambleshwar Temple, Gauravaddom, Calangute, Goa",15.4956699086,73.8346065581
"satvik Restaurant, Panaji",https://www.zomato.com/goa/satvik-panaji,300,"Fast Food, Street Food, Beverages",-,," Opposite Passport Bhavan, Panaji, Goa",15.2183357229,73.9499770850
"jardin d ulysse Restaurant, Morjim",https://www.zomato.com/goa/jardin-d-ulysse-morjim,"1,000","Italian, Continental, North Indian",4.1,95," 1283, Temp Vaddo, Morjim, Goa",15.2838112431,73.9129679650
"my chocoholic Restaurant, Cavelossim",https://www.zomato.com/goa/my-chocoholic-cavelossim,400,Bakery,-,," Gulloy, Orlim, Cavelossim, Goa",15.5473027745,73.7605219334
"antonios Restaurant, Candolim",https://www.zomato.com/goa/antonios-candolim,900,"Goan, Continental, Chinese, Italian",3.3,5," Candolim Beach, Candolim, Goa",15.5165165011,73.7632561103
"mccafe by mcdonalds Restaurant, Calangute",https://www.zomato.com/goa/mccafe-by-mcdonalds-calangute,500,"Coffee, Cafe, Beverages, Desserts, Tea",3.1,8, Delivery Only,15.4871511670,73.8127163798
"nautica mayfair hideaway spa resort Restaurant, Cavelossim",https://www.zomato.com/goa/nautica-mayfair-hideaway-spa-resort-cavelossim,"1,200","North Indian, Continental, Chinese, Thai",3.4,13," Mayfair Hideaway Spa Resort, Rangali, Betul, Cavelossim, Goa",15.6176619485,73.7376386672
"mums kitchen Restaurant, Panaji",https://www.zomato.com/goa/mums-kitchen-panaji,"1,700","Goan, Seafood",4.2,672," 854, Martins Building, Dayanand Bandodkar Street, Panaji, Goa",15.2717182933,73.9610073343
"bistro alila diwa Restaurant, Majorda",https://www.zomato.com/goa/bistro-alila-diwa-majorda,"2,200","Mediterranean, Middle Eastern",3.4,20," Alila Diwa, 48/10 Village, Majorda, Goa",15.3668656589,73.8401362672
"hotel aflatoon Restaurant, Mapusa",https://www.zomato.com/goa/hotel-aflatoon-mapusa,450,Hyderabadi,3.5,27," 183, Market Road, Opposite Mapusa Masjid, Mapusa, Goa",15.3104967085,73.9181587100
"big dosa Restaurant, Anjuna",https://www.zomato.com/goa/big-dosa-anjuna,300,"South Indian, North Indian",3.3,12," 1715/2, Anjuna Mapusa Road, Dmello Vaddo, Anjuna, Goa",15.5855805312,73.7433098629
"naaz restuarant  Restaurant, Margao",https://www.zomato.com/goa/naaz-restuarant-margao,300,"Biryani, North Indian",NEW,," Housing Board, Navelim, New Zariwaddo, Rumdamol, Davorlim, Margao, Goa",15.3064803293,73.9121807367
"royal foods Restaurant, Margao",https://www.zomato.com/goa/royal-foods-margao,300,"Fast Food, Chinese",-,," H 15/64, Martin Dais Road, Opposite Pickup Stand, Margao, Goa",0.0000000000,0.0000000000
"cafe ac pearls Restaurant, Panaji",https://www.zomato.com/goa/cafe-a-c-pearls-panaji,350,"Fast Food, Desserts",3.0,6," Shop 7, Olimpia Appartments, Kerant, Caranzalem, Panaji, Goa",15.5898476001,73.8138891757
"baltons pub Restaurant, Majorda",https://www.zomato.com/goa/baltons-pub-majorda,"1,000","Goan, Seafood",2.9,5," Utorda Beach Road, Majorda, Goa",15.6264500642,73.7648788467
"lanai caravela beach resort Restaurant, Benaulim",https://www.zomato.com/goa/lanai-caravela-beach-resort-benaulim,"1,500","Cafe, Continental",3.4,18," Caravela Beach Resort, Varca Beach, Benaulim, Goa",15.4977105290,73.8242941350
"legacy bombay fidalgo Restaurant, Panaji",https://www.zomato.com/goa/legacy-of-bombay-fidalgo-panaji,700,"South Indian, Chinese, North Indian, Street Food",3.9,243," Fidalgo, 18th June Road, Panaji, Goa",15.5411500223,73.7560902536
"casa blanca Restaurant, Candolim",https://www.zomato.com/goa/casa-blanca-candolim,800,"Goan, North Indian, South Indian",-,," Wadi, Near Malvan Tours And Travel, Candolim, Goa",15.4664318362,73.8470942527
"wom restaurant Restaurant, Vagator",https://www.zomato.com/goa/wom-restaurant-vagator,500,"South Indian, Chinese, North Indian, Seafood",3.3,17," Vagator Junction, Near Church, Vagator, Goa",15.4728866748,73.8119073585
"hotel sunflower Restaurant, Calangute",https://www.zomato.com/goa/hotel-sunflower-calangute,800,"North Indian, Chinese",-,," Calangute Beach Road, Calangute, Goa",15.5715308399,73.7591419369
"carbon street Restaurant, Margao",https://www.zomato.com/goa/carbon-and-street-margao,800,"Goan, North Indian, Chinese, Seafood",-,," Miguel Loyola Furtado Road, City Bus Stand, Margao, Goa",15.5745079574,73.7407396361
"sundowner pride sun village resort spa goa Restaurant, Baga",https://www.zomato.com/goa/sundowner-pride-sun-village-resort-and-spa-goa-baga,"1,000",Finger Food,-,," Saquwadi, Baga, Goa",15.6189005799,73.8230311498
"taphouse beer cafe Restaurant, Morjim",https://www.zomato.com/goa/taphouse-beer-cafe-1-morjim,600,"Bar Food, Continental",3.6,40," 669/B, Mardiwada, Morjim, Goa",15.4782091156,73.9248679206
"red frog Restaurant, Baga",https://www.zomato.com/goa/red-frog-baga,800,"Chinese, Continental, Seafood",3.7,67," Tito's Lane, Saunta Waddo, Baga Beach, Baga, Goa",15.5118082228,73.7672458962
"mango bar Restaurant, Candolim",https://www.zomato.com/goa/mango-bar-candolim,"1,500","Asian, Thai, Indonesian, Malaysian",-,," Lemon Tree Amarante Beach Resort, Ground Floor, Vadi, Near Primary Health Centre, Candolim, Goa",15.2768259435,73.9863441512
"andrews bar restaurant Restaurant, Bogmalo",https://www.zomato.com/goa/andrews-bar-and-restaurant-bogmalo,400,Goan,-,," Shop 68, Chicolna Bogmalo Road, Bogmalo, Goa",15.3270044460,73.9031547681
"mumbai canteen Restaurant, Panaji",https://www.zomato.com/goa/the-mumbai-canteen-2-panaji,300,"Fast Food, Street Food",3.7,46," Shop G5, Unitech City Centre, MG Road, Panaji, Goa",15.2731947766,73.9564656839
"cafe corte Restaurant, Bambolim",https://www.zomato.com/goa/cafe-corte-bambolim,300,"Street Food, Chinese, Goan",3.2,12," 302/2, Corte Real, Santa Cruz, Tiswadi, Bambolim, Goa",15.4975399396,73.8248456642
"bjs bar grill Restaurant, Siolim",https://www.zomato.com/goa/bjs-bar-grill-siolim,800,"Bar Food, Fast Food",3.2,6," Costa Vaddo, Bardez, Siolim, Goa",15.5453786056,73.7594882771
"cafe lilliput Restaurant, Anjuna",https://www.zomato.com/goa/cafe-lilliput-anjuna,900,"Fast Food, Continental",3.6,738," Anjuna Beach, Anjuna, Goa",15.6321517891,73.7334453687
"kinara Restaurant, Margao",https://www.zomato.com/goa/kinara-margao,750,"Chinese, Goan, North Indian, Seafood",4.0,125," Phoenix Estate, Bypass Road, Bolshe Circle, Gogal, Margao, Goa",0.0000000000,0.0000000000
"peters shack Restaurant, Calangute",https://www.zomato.com/goa/peters-shack-calangute,550,"North Indian, Goan, Seafood, Continental, Chinese",-,," Maddo Vaddo, Calangute Beach, Calangute, Goa",15.3696000000,73.9349400000
"goan fish house Restaurant, Mapusa",https://www.zomato.com/goa/the-goan-fish-house-mapusa,400,"Goan, Seafood",-,," 45/2, Mumbai - Goa High Way, Acoi Village, Mapusa, Goa",15.5293992669,73.7648788467
"sunken bar novotel goa resort spa Restaurant, Candolim",https://www.zomato.com/goa/sunken-bar-novotel-goa-resort-spa-candolim,"1,600",Finger Food,3.5,29," Novotel Goa Resort & Spa, Pinto Waddo, Candolim Road, Candolim, Goa",15.2125265384,73.9396592975
"dolce amore Restaurant, Candolim",https://www.zomato.com/goa/dolce-amore-candolim,250,"Bakery, Fast Food",3.1,4," A 1, 1168, Near Jambleshwar Temple, Ximer, Bardez, Candolim, Goa",15.2725980393,73.9777748287
"ashoka classic Restaurant, Vasco",https://www.zomato.com/goa/ashoka-classic-vasco,600,"North Indian, Chinese, Goan, Malwani, Mughlai, Biryani",3.6,26," Opposite K.T.C Bus Stand, Mundvel, Vasco, Goa",15.5982422898,73.7441892922
"vip bar restaurant Restaurant, Old Goa",https://www.zomato.com/goa/vip-bar-and-restaurant-old-goa,300,"North Indian, Chinese, Goan",-,," Pether, Carambolim, Old Goa, Goa",15.4514365497,73.8520613685
"capiz bar grand hyatt Restaurant, Bambolim",https://www.zomato.com/goa/capiz-bar-grand-hyatt-bambolim,"2,000",Finger Food,3.6,22," Grand Hyatt Goa, Ground Floor, P.O. Goa University, Bambolim, Goa",15.5265655732,73.7656845152
"sahibin Restaurant, Margao",https://www.zomato.com/goa/sahibin-margao,500,"Goan, Seafood",3.2,9," Ground Floor, Raj Vihar, Opposite Power House, Aquem, Margao, Goa",15.1574135029,73.9449352026
"clives Restaurant, Cavelossim",https://www.zomato.com/goa/clives-cavelossim,400,"Goan, North Indian, Chinese, Continental",-,," 319/4, George Ward, Carmona, Cavelossim, Goa",15.2856734760,73.9785261825
"shri krishna Restaurant, Calangute",https://www.zomato.com/goa/shri-krishna-calangute,500,"North Indian, South Indian, Chinese, Fast Food, Street Food, Desserts, Goan",3.2,65," Main Road, Naika Vaddo, Calangute, Goa",15.5331978153,73.7608937547
"baywatch multicuisine restaurant bar Restaurant, Calangute",https://www.zomato.com/goa/baywatch-multicuisine-restaurant-bar-calangute,700,"Italian, North Indian",-,," Holiday Street, Gaurowaddo, Bardez Calangute, Goa",15.5573319349,73.7513843179
"aether echo Restaurant, Arambol",https://www.zomato.com/goa/aether-echo-arambol,600,Cafe,-,," Arambol Sweet Water Lake, Arambol, Goa",15.3993330438,73.8209386915
"moms recipes Restaurant, Verna",https://www.zomato.com/goa/moms-recipes-verna,600,"North Indian, Chinese, Biryani",-,," GTDC Building, Verna Industrial Estate, Verna, Goa",15.6925985717,73.7007274479
"bean me up Restaurant, Vagator",https://www.zomato.com/goa/bean-me-up-vagator,800,"Healthy Food, Japanese, Fast Food",4.3,253," 1639/2, Deulvaddo, Near Anjuna Petrol Pump, Vagator, Goa",15.4015375235,73.9085077867
"zamus place Restaurant, Anjuna",https://www.zomato.com/goa/zamus-place-anjuna,500,"Parsi, Fast Food",-,," Sanquawadi, Arpora, Anjuna, Goa",15.5392603592,73.7645516172
"kurli kalva Restaurant, Chicalim",https://www.zomato.com/goa/kurli-and-kalva-chicalim,300,"Goan, South Indian",-,," Shop 229, 1st Arvalem Cortalim, Chicalim, Goa",15.2502290291,73.9793157578
"hotel alisha  Restaurant, Margao",https://www.zomato.com/goa/hotel-alisha-1-margao,200,"North Indian, South Indian",NEW,," Mandopa Road, Navelim, Margao, Goa",15.5152704687,73.9614847675
"punjabi tadka Restaurant, Calangute",https://www.zomato.com/goa/punjabi-tadka-calangute,500,"North Indian, Chinese, Goan, Continental, Fast Food, Beverages",3.2,10," Baga Road, Beside Union Bank, Calangute, Goa",15.5958884528,73.7481827661
"rn foodland Restaurant, Ponda",https://www.zomato.com/goa/r-n-foodland-ponda,400,"North Indian, Chinese",-,," S4, Saad Samridhi, Building A1, Near Engineering College, Farmagudi, Ponda Goa",15.4112530000,74.2001220000
"darbar Restaurant, Panaji",https://www.zomato.com/goa/darbar-panaji,"1,000",North Indian,-,," Hotel Goa International, D.B Marg, Near Miramar Beach, Panaji, Goa",15.5495043866,73.7595171109
"a1 Restaurant, Arambol",https://www.zomato.com/goa/a1-arambol,700,"North Indian, Chinese, Tibetan, Goan, Fast Food",3.7,28," Near Riva Resort, Cirkar Wado, Arambol, Goa",15.5845726077,73.8118657842
"kokum tree Restaurant, Ponda",https://www.zomato.com/goa/the-kokum-tree-ponda,900,"North Indian, Goan",-,," Natures Nest Resort, Tambdi Surla, Sancordem, Surla, Ponda, Goa",15.5749090000,73.7406500000
"elephant beach cafe Restaurant, Anjuna",https://www.zomato.com/goa/elephant-beach-cafe-anjuna,800,"Goan, Fast Food",NEW,," Flea Market Road, Anjuna, Goa",15.4805009671,73.8119848073
"blue star bar restaurant Restaurant, Mapusa",https://www.zomato.com/goa/blue-star-bar-and-restaurant-mapusa,500,"Chinese, Goan",3.3,5," St. Jerome Vaddo, Duler, Mapusa, Goa",15.6079831871,73.8124816865
"sea queen Restaurant, Anjuna",https://www.zomato.com/goa/sea-queen-anjuna,800,"North Indian, Seafood, Goan, Chinese",-,," Dmello Waddo, Anjuna Beach Road, Anjuna, Goa",15.5846762746,73.7385315076
"prince tides Restaurant, Calangute",https://www.zomato.com/goa/prince-of-tides-calangute,700,"North Indian, Continental, Goan, Seafood, Chinese",3.4,14," Near Moonlight Bar, Gaura Vaddo, Calangute Beach,",15.4965073538,73.8225607574
"goa grill Restaurant, Siolim",https://www.zomato.com/goa/goa-grill-siolim,"1,200","Continental, European",3.5,25," Siolim Main Road, Siolim, Goa",15.5564992587,73.7541604042
"peace Restaurant, Calangute",https://www.zomato.com/goa/peace-calangute,"1,000","North Indian, Chinese, Italian, Continental, Seafood, Goan",3.5,20," The Park, Holiday Street, Opposite Calangute Mall, Calangute, Goa",15.3006926625,73.9211155102
"g brothers restaurant Restaurant, Mapusa",https://www.zomato.com/goa/g-brothers-restaurant-mapusa,400,"Goan, North Indian, Chinese",-,," Morod Mapusa, Mapusa, Goa",15.6228398691,73.7680891156
"belgian waffle co Restaurant, Panaji",https://www.zomato.com/goa/the-belgian-waffle-co-panaji,300,"Desserts, Beverages",3.9,96," Alfran Plazza, Panaji, Goa",15.2716946824,73.9610023052
"limelite Restaurant, Baga",https://www.zomato.com/goa/limelite-baga,800,"Fast Food, North Indian, Goan, Chinese",3.7,67," Tito's Lane, Sauntavaddo, Bardez, Baga, Goa",15.3971941590,73.8113363832
"marc brown café Restaurant, Panaji",https://www.zomato.com/goa/marc-brown-café-panaji,500,"Bakery, Cafe, Fast Food",3.1,21," Panjim Residency Hotel, Ground Floor, Panaji, Goa",15.5310209025,73.7591818348
"krishna cafe Restaurant, Margao",https://www.zomato.com/goa/krishna-cafe-1-margao,400,"North Indian, Seafood, Chinese",3.2,11," New Market, Near Punjab National Bank, Lotus Inn, Margao, Goa",15.6774716056,73.7112242728
"lilsons bar restaurant Restaurant, Panaji",https://www.zomato.com/goa/lilsons-bar-and-restaurant-1-panaji,400,"Chinese, Seafood",-,," Governador Pestana Road, Near Don Bosco High School, Panaji, Goa",15.4999569329,73.8226301596
"meiphung Restaurant, Baga",https://www.zomato.com/goa/meiphung-2-baga,"1,500","North Eastern, Naga, Seafood",3.8,45," Baga River Creek, Near The Blue Whale Water Park, Baga, Goa",15.5334614079,73.7589893863
"kaveenash south indian restaurant  Restaurant, Betalbatim",https://www.zomato.com/goa/kaveenash-south-indian-restaurant-betalbatim,250,"South Indian, Seafood",NEW,," 79 - H, Binvado, Fatona, Betalbatim, Goa",15.4973657961,73.8226123899
"sai ashirwad Restaurant, Vasco",https://www.zomato.com/goa/sai-ashirwad-vasco,500,"Lebanese, North Indian",-,," Swatantra Path, Opposite Vasco Da Gama Railway Station, Mormugaon, Vasco, Goa",15.4990810000,73.7716040000
"kitchen top Restaurant, Margao",https://www.zomato.com/goa/the-kitchen-on-top-1-margao,"1,000","North Indian, Chinese, Asian, Fast Food",4.3,177," 2/9321, 3rd Floor, Elite Crossroads, Fatorda, Salcete, Margao, Goa",15.5001937521,73.8310616836
"sea king mhalboro restaurant bar Restaurant, Panaji",https://www.zomato.com/goa/sea-king-mhalboro-restaurant-and-bar-panaji,700,"North Indian, Seafood",-,," Shop 5, Opposite Eldorado Plaza, Timoteo Building, Panjim, Panaji, Goa",15.5461270212,73.7861544639
"laxmi bar restaurant Restaurant, Baga",https://www.zomato.com/goa/laxmi-bar-and-restaurant-baga,650,"Chinese, Seafood, Continental, North Indian",2.7,12," Baga Beach, Baga, Goa",15.5683657078,73.7529175356
"regent laguna anjuna Restaurant, Anjuna",https://www.zomato.com/goa/regent-laguna-anjuna-anjuna,"1,500",Italian,3.2,9," Sorantto Vado, Anjuna, Goa",15.5398967092,73.7608263642
"balcao by susan caterers Restaurant, Candolim",https://www.zomato.com/goa/balcao-by-susan-caterers-candolim,500,"Goan, Chinese, North Indian",NEW,," House 104/A, Dando, Candolim, Goa",15.2972578879,73.9726776257
"moving flavours Restaurant, Penha de Franca",https://www.zomato.com/moving-flavours-food-truck,200,"Burger, Steak, Mexican, Goan",-,," Saligao, Goa.",15.5112399528,73.7720229104
"bar que hotel fortune select regina Restaurant, Candolim",https://www.zomato.com/goa/bar-be-que-hotel-fortune-select-regina-candolim,"2,000",Seafood,3.3,7," Hotel Fortune Select Regina, Off Fort Aguada Road, Candolim, Goa",15.5829507480,73.7445530668
"taniya Restaurant, Calangute",https://www.zomato.com/goa/taniya-calangute,"1,500","Chinese, Goan, North Indian",-,," Paradise Village Beach Resort, Ground Floor, Tivai Vaddo, Calangute, Goa",15.4966772979,73.8254595548
"bhosles food court Restaurant, Panaji",https://www.zomato.com/goa/bhosles-food-court-panaji,150,"Street Food, Goan",2.8,13," Atamaram Bodkar Road, Opposite ICICI Bank, Panaji, Goa",15.5611629130,73.7494363636
"saffron spice Restaurant, Panaji",https://www.zomato.com/goa/saffron-spice-panaji,600,"North Indian, Chinese",4.1,236," Shop G5, House 13/291/A3, Ground Floor, Lydia Garden, St. Inez, Panaji, Goa",15.5771795106,73.7398337200
"panjabi rasoi Restaurant, Candolim",https://www.zomato.com/goa/panjabi-rasoi-candolim,700,"Chinese, North Indian, South Indian, Fast Food",2.9,5," Cammot Vaddo, Candolim, Goa",15.5215780874,73.7671322376
"green mango Restaurant, Anjuna",https://www.zomato.com/goa/green-mango-anjuna,800,"North Indian, Continental, Italian, Chinese, Beverages",-,," Anjuna Beach, Anjuna, Goa",15.5453369371,73.7582487613
"capricorn goa Restaurant, Calangute",https://www.zomato.com/goa/capricorn-goa-calangute,700,"North Indian, Seafood, Continental",3.8,66," Calangute Main Road, Calangute, Goa",15.2720339672,73.9610767365
"hotel samarth Restaurant, Margao",https://www.zomato.com/goa/hotel-samarth-margao,300,"Chinese, Goan, North Indian, South Indian",NEW,," Shop 5 & 6, Ground Floor, Hotel Lotus Inn, New Market, Behind Punjab National Bank, Margao Goa",15.4827149239,73.8132511452
"moon star Restaurant, Anjuna",https://www.zomato.com/goa/moon-star-anjuna,800,"Italian, Israeli, Chinese, Continental, Tibetan",3.7,26," Anjuna Beach, Anjuna, Goa",15.5980834091,73.7449845672
"cafe mira Restaurant, Panaji",https://www.zomato.com/goa/cafe-mira-1-panaji,600,"Cafe, Continental, Fast Food, Beverages",3.2,5," Ground Floor, Diya Encalve, Next To Krishi Bhavan, Miramar, Panaji, Goa",15.2758009951,73.9792728424
"ashirwad pure veg restaurant Restaurant, Margao",https://www.zomato.com/goa/ashirwad-pure-veg-restaurant-margao,300,"North Indian, Chinese",-,," G-4, C.D Harmony, Vidyanagar, Aquem, Near Power House, Margao, Goa",15.5356043772,73.7576442584
